reference;nombre de pieces;nombre de chambres;surface;surface terrain;prix m2
F15/0839 /  17 octobre 2024;4.0;3.0;82.0;;3.39
F19/2380 /  17 octobre 2024;7.0;4.0;240.0;1.5;5.271
F43/1745 /  17 octobre 2024;6.0;5.0;213.0;773.0;1.319
F50/0229 /  17 octobre 2024;2.0;1.0;42.0;;13.69
F32/0920 /  17 octobre 2024;3.0;2.0;80.0;;14.0
F49/0186 /  19 octobre 2024;6.0;4.0;130.0;680.0;5.346
F13/1878 /  17 octobre 2024;7.0;5.0;198.0;570.0;3.763
E76/3287 /  17 octobre 2024;6.0;4.0;161.0;800.0;4.193
F09/1097 /  19 octobre 2024;10.0;5.0;190.0;6.6;
F06/2349 /  17 octobre 2024;3.0;2.0;56.0;;4.821
F45/0727 /  18 octobre 2024;6.0;6.0;260.0;689.0;6.135
F46/0564 /  17 octobre 2024;6.0;4.0;150.0;110.0;1.167
F28/2529 /  17 octobre 2024;5.0;3.0;96.0;;4.255
F10/0272 /  17 octobre 2024;1.0;;25.0;;4.796
E96/1605 /  18 octobre 2024;5.0;3.0;131.0;624.0;4.008
F45/0469 /  17 octobre 2024;3.0;2.0;100.0;;2.8
F48/0273 /  17 octobre 2024;4.0;3.0;101.0;;10.0
F31/1308 /  19 octobre 2024;;;;;
F32/2155 /  19 octobre 2024;3.0;2.0;57.0;;
F47/3336 /  17 octobre 2024;4.0;2.0;76.0;;3.816
E84/0735 /  17 octobre 2024;;;145.0;;
E38/2519 /  17 octobre 2024;9.0;5.0;356.0;23.0;697.0
F53/1732 /  19 octobre 2024;6.0;4.0;156.0;654.0;2.468
F22/0873 /  17 octobre 2024;3.0;1.0;38.0;;18.158
E80/3015 /  17 octobre 2024;4.0;2.0;110.0;415.0;
E81/2981 /  17 octobre 2024;;;360.0;;
E97/1460 /  17 octobre 2024;9.0;8.0;243.0;1.32;
E58/1512 /  17 octobre 2024;5.0;3.0;90.0;1.2;
E37/0407 /  17 octobre 2024;9.0;5.0;272.0;544.0;1.949
F52/0803 /  17 octobre 2024;6.0;5.0;140.0;649.0;2.493
F21/0485 /  17 octobre 2024;6.0;5.0;280.0;2.0;5.536
F49/1077 /  19 octobre 2024;4.0;3.0;93.0;;8.054
F24/0818 /  17 octobre 2024;7.0;5.0;120.0;500.0;3.75
F39/2370 /  15 octobre 2024;4.0;2.0;114.0;265.0;
F31/0986 /  17 octobre 2024;7.0;4.0;180.0;1.016;3.594
F01/1045 /  19 octobre 2024;4.0;3.0;181.0;735.0;
F08/1310 /  18 octobre 2024;6.0;4.0;125.87;;2.582
F35/2331 /  19 octobre 2024;6.0;5.0;120.0;120.0;1.542
F00/2598 /  17 octobre 2024;3.0;2.0;68.0;;3.088
F25/1346 /  19 octobre 2024;3.0;2.0;75.0;;4.267
F52/1066 /  18 octobre 2024;8.0;6.0;190.0;703.0;3.895
F08/1594 /  18 octobre 2024;;;63.0;;
F29/0867 /  17 octobre 2024;3.0;2.0;73.0;;3.274
E61/2111 /  19 octobre 2024;6.0;4.0;180.0;200.0;3.611
E91/2140 /  17 octobre 2024;6.0;5.0;220.0;3.2;1.814
F51/0630 /  17 octobre 2024;5.0;3.0;97.0;220.0;5.825
F49/2991 /  17 octobre 2024;2.0;1.0;50.0;215.0;3.58
F09/0565 /  17 octobre 2024;5.0;4.0;105.0;;2.048
E77/2724 /  18 octobre 2024;3.0;2.0;51.0;;6.667
F20/0056 /  17 octobre 2024;8.0;4.0;449.0;;2.339
F51/0511 /  17 octobre 2024;2.0;1.0;41.0;;11.707
F05/1076 /  18 octobre 2024;8.0;5.0;250.0;5.14;2.192
F34/0584 /  17 octobre 2024;1.0;;26.4;;8.523
D82/2164 /  17 octobre 2024;;;;;
F47/1537 /  19 octobre 2024;3.0;2.0;62.0;;6.371
F15/0253 /  17 octobre 2024;7.0;4.0;134.0;3.64;6.866
F52/1615 /  11 octobre 2024;6.0;4.0;103.0;345.0;2.816
F21/0154 /  17 octobre 2024;3.0;2.0;135.0;;5.444
F38/1111 /  17 octobre 2024;3.0;2.0;69.6;;6.25
F36/2242 /  19 octobre 2024;;;;;
F09/0905 /  18 octobre 2024;4.0;2.0;64.0;;3.094
F39/2574 /  17 octobre 2024;5.0;4.0;128.0;;6.641
F32/0053 /  18 octobre 2024;6.0;5.0;150.0;150.0;5.0
D99/1988 /  18 octobre 2024;;;;;
F39/1537 /  19 octobre 2024;9.0;4.0;260.0;14.7;3.538
F48/0504 /  18 octobre 2024;7.0;5.0;210.0;1.434;
F49/2845 /  17 octobre 2024;4.0;2.0;70.0;;1.2
F36/1019 /  18 octobre 2024;3.0;2.0;68.0;;
F31/1942 /  19 octobre 2024;2.0;1.0;60.0;;12.5
E90/2358 /  18 octobre 2024;6.0;4.0;140.0;2.82;3.107
F42/2033 /  17 octobre 2024;4.0;2.0;105.0;;6.0
F35/3315 /  17 octobre 2024;2.0;1.0;40.0;;3.5
E63/1246 /  17 octobre 2024;4.0;3.0;104.0;;6.721
F11/0843 /  19 octobre 2024;3.0;2.0;73.0;;
F48/0218 /  17 octobre 2024;3.0;2.0;89.0;;13.539
F09/0959 /  17 octobre 2024;5.0;3.0;86.0;;3.605
F34/1315 /  17 octobre 2024;3.0;2.0;110.0;310.0;1.409
F51/1285 /  17 octobre 2024;3.0;2.0;75.0;;3.733
F49/1341 /  17 octobre 2024;2.0;1.0;51.0;;
F23/0630 /  17 octobre 2024;6.0;4.0;139.0;381.0;3.23
F40/2174 /  17 octobre 2024;3.0;2.0;68.0;;5.618
E71/2693 /  17 octobre 2024;6.0;3.0;165.0;;1.152
F17/2475 /  18 octobre 2024;4.0;3.0;74.0;114.0;4.459
F49/1766 /  18 octobre 2024;1.0;;27.0;;11.111
F38/1511 /  17 octobre 2024;2.0;1.0;36.8;;16.821
F16/0950 /  17 octobre 2024;3.0;2.0;67.0;;5.448
E77/0220 /  11 octobre 2024;2.0;1.0;62.0;;9.516
F46/0125 /  17 octobre 2024;3.0;2.0;54.0;;9.722
F42/1746 /  17 octobre 2024;5.0;4.0;121.0;358.0;5.033
F15/1834 /  17 octobre 2024;2.0;1.0;50.0;;4.8
F47/1861 /  18 octobre 2024;6.0;4.0;138.0;1.036;1.558
F49/3163 /  17 octobre 2024;8.0;6.0;195.0;606.0;744.0
F25/0947 /  17 octobre 2024;5.0;3.0;120.27;340.0;2.902
E44/2816 /  18 octobre 2024;3.0;2.0;69.0;;5.0
F31/1248 /  17 octobre 2024;9.0;5.0;309.0;7.07;1.068
F49/1218 /  19 octobre 2024;5.0;4.0;144.0;496.0;6.597
F28/1554 /  17 octobre 2024;2.0;1.0;27.0;;7.222
E99/1675 /  18 octobre 2024;5.0;3.0;118.0;;4.449
F36/0023 /  18 octobre 2024;6.0;4.0;250.0;21.8;2.48
F51/2173 /  19 octobre 2024;6.0;3.0;119.0;1.119;3.765
F28/2646 /  17 octobre 2024;10.0;7.0;157.0;1.432;1.338
F23/1414 /  17 octobre 2024;7.0;5.0;307.0;330.0;2.244
F21/1424 /  19 octobre 2024;7.0;4.0;117.0;407.0;3.923
F31/2243 /  19 octobre 2024;4.0;3.0;130.0;729.0;3.154
F50/1813 /  18 octobre 2024;2.0;1.0;41.0;;5.122
F42/1262 /  17 octobre 2024;4.0;3.0;84.0;232.0;4.036
F48/0656 /  13 octobre 2024;6.0;5.0;244.0;1.76;2.91
F31/1783 /  18 octobre 2024;2.0;1.0;35.0;;10.571
F49/0934 /  19 octobre 2024;5.0;4.0;117.0;1.05;
F28/0787 /  17 octobre 2024;6.0;4.0;134.0;1.5;4.627
F43/0077 /  17 octobre 2024;7.0;4.0;251.0;3.2;2.749
F25/0256 /  17 octobre 2024;2.0;1.0;52.0;;3.702
F46/0798 /  17 octobre 2024;6.0;4.0;200.0;150.0;1.75
F35/3335 /  17 octobre 2024;6.0;4.0;163.0;930.0;4.08
F34/1772 /  19 octobre 2024;3.0;2.0;110.0;;5.809
F03/2512 /  17 octobre 2024;3.0;2.0;72.0;;3.194
E45/1615 /  15 octobre 2024;5.0;3.0;114.0;;12.149
F36/1237 /  18 octobre 2024;2.0;1.0;34.0;;3.824
F14/0743 /  17 octobre 2024;5.0;5.0;103.0;;2.951
F51/3155 /  17 octobre 2024;4.0;3.0;88.0;;3.352
F52/0449 /  15 octobre 2024;1.0;;23.0;;5.261
F30/2155 /  17 octobre 2024;4.0;3.0;120.0;210.0;3.746
F48/2348 /  16 octobre 2024;6.0;4.0;165.0;120.0;4.788
E76/2093 /  17 octobre 2024;6.0;3.0;140.0;480.0;4.143
F06/0433 /  17 octobre 2024;3.0;2.0;54.0;;
F46/0626 /  17 octobre 2024;7.0;5.0;137.0;137.0;1.752
E91/0391 /  17 octobre 2024;5.0;4.0;150.0;1.049;
F40/1122 /  18 octobre 2024;11.0;7.0;285.0;1.3;2.028
E65/0354 /  17 octobre 2024;8.0;3.0;183.0;1.085;
F22/1820 /  17 octobre 2024;6.0;2.0;160.0;29.09;1.219
F31/1866 /  19 octobre 2024;;;274.0;;
E90/2441 /  19 octobre 2024;;;2.613;;191.0
F50/0745 /  17 octobre 2024;7.0;5.0;180.0;301.0;3.889
F51/0706 /  17 octobre 2024;;;;;
F40/1416 /  19 octobre 2024;5.0;3.0;124.0;942.0;4.516
F26/2490 /  17 octobre 2024;5.0;3.0;120.0;500.0;4.542
F32/2915 /  17 octobre 2024;3.0;2.0;67.0;;5.134
F35/3569 /  15 octobre 2024;3.0;2.0;113.0;;5.566
F53/1891 /  19 octobre 2024;2.0;1.0;41.0;;5.244
F44/1612 /  19 octobre 2024;;;75.0;;
F26/0323 /  17 octobre 2024;3.0;2.0;62.0;;3.742
F18/2411 /  18 octobre 2024;;;247.0;;
F37/3025 /  17 octobre 2024;4.0;3.0;109.0;;4.495
F10/1193 /  16 octobre 2024;5.0;3.0;120.0;870.0;4.542
F50/1909 /  19 octobre 2024;6.0;4.0;170.0;221.0;1.759
F51/0713 /  18 octobre 2024;7.0;4.0;305.0;3.418;787.0
F46/0118 /  17 octobre 2024;4.0;3.0;73.0;;3.945
F47/3112 /  19 octobre 2024;2.0;1.0;25.0;;
F25/0328 /  18 octobre 2024;3.0;2.0;70.0;;9.929
F22/0502 /  17 octobre 2024;7.0;5.0;173.0;300.0;2.717
E67/0801 /  11 octobre 2024;3.0;2.0;67.0;;3.507
F05/1117 /  17 octobre 2024;3.0;2.0;52.06;;2.785
F44/1444 /  19 octobre 2024;3.0;2.0;63.8;;8.386
F21/0564 /  17 octobre 2024;7.0;5.0;140.0;715.0;2.0
F50/1925 /  19 octobre 2024;1.0;;25.0;;6.52
F20/2726 /  17 octobre 2024;2.0;1.0;32.0;;
E97/2110 /  19 octobre 2024;2.0;1.0;27.0;;11.222
F50/0913 /  17 octobre 2024;6.0;5.0;160.0;809.0;1.438
F32/1025 /  17 octobre 2024;;;;;
E40/1623 /  17 octobre 2024;;;4.5;;
F36/0875 /  17 octobre 2024;5.0;4.0;110.0;295.0;7.409
F37/0948 /  17 octobre 2024;1.0;;27.0;;4.815
E98/1056 /  17 octobre 2024;2.0;1.0;45.0;;5.222
E09/0998 /  17 octobre 2024;10.0;8.0;350.0;450.0;3.714
D34/1271 /  18 octobre 2024;6.0;4.0;170.0;2.051;
F28/0592 /  17 octobre 2024;5.0;4.0;99.0;200.0;2.141
F36/3130 /  18 octobre 2024;2.0;1.0;24.0;;6.667
F52/0674 /  17 octobre 2024;7.0;5.0;185.0;960.0;1.459
F23/0600 /  17 octobre 2024;4.0;2.0;73.0;;3.699
E85/0129 /  19 octobre 2024;6.0;4.0;185.0;1.605;1.941
F11/0489 /  19 octobre 2024;5.0;4.0;110.0;584.0;
E86/1721 /  17 octobre 2024;3.0;2.0;60.0;;2.317
F38/1954 /  19 octobre 2024;4.0;2.0;82.0;;4.866
F39/0098 /  17 octobre 2024;8.0;4.0;250.0;1.9;3.184
E58/0168 /  19 octobre 2024;;;1.1;;24.0
F24/0230 /  11 octobre 2024;;;1.0;;45.0
F17/1982 /  13 octobre 2024;8.0;4.0;140.0;2.305;
F46/2544 /  17 octobre 2024;4.0;3.0;83.5;;
F38/2799 /  17 octobre 2024;7.0;6.0;190.0;2.8;2.674
F43/1588 /  13 octobre 2024;;;190.0;;
F28/2951 /  17 octobre 2024;5.0;4.0;120.0;1.416;6.458
F29/1010 /  19 octobre 2024;3.0;2.0;78.5;;5.478
F22/1166 /  17 octobre 2024;2.0;1.0;39.0;;5.128
F49/1807 /  17 octobre 2024;;;;;
F34/2085 /  19 octobre 2024;2.0;1.0;47.0;;4.787
F23/1830 /  18 octobre 2024;3.0;1.0;60.0;;8.317
F02/0657 /  17 octobre 2024;6.0;4.0;121.0;21.0;7.934
F35/3552 /  19 octobre 2024;5.0;4.0;85.0;30.0;2.071
F41/0902 /  17 octobre 2024;5.0;3.0;;273.0;
F34/1830 /  19 octobre 2024;;;11.0;;
F34/2553 /  17 octobre 2024;;;1.079;;98.0
F44/0123 /  19 octobre 2024;6.0;4.0;162.0;1.382;2.654
F51/2000 /  17 octobre 2024;3.0;2.0;100.0;350.0;3.6
F29/1800 /  19 octobre 2024;;;140.0;;
E70/1385 /  18 octobre 2024;4.0;2.0;80.0;;3.125
F23/0153 /  17 octobre 2024;12.0;7.0;265.0;2.014;3.151
E81/0943 /  17 octobre 2024;4.0;3.0;115.0;360.0;2.957
F53/0665 /  18 octobre 2024;6.0;4.0;157.0;1.6;1.503
F39/1104 /  11 octobre 2024;13.0;2.0;217.0;687.0;1.147
F50/0590 /  17 octobre 2024;4.0;3.0;73.0;;6.712
E54/1255 /  18 octobre 2024;8.0;5.0;204.0;582.0;2.789
F27/1438 /  19 octobre 2024;6.0;4.0;151.0;1.933;1.225
F28/2237 /  17 octobre 2024;5.0;3.0;110.0;;4.5
F53/1416 /  18 octobre 2024;1.0;;24.0;;10.0
F22/2001 /  18 octobre 2024;7.0;4.0;249.0;2.387;2.137
F49/0134 /  17 octobre 2024;2.0;1.0;39.0;;6.154
D20/1051 /  17 octobre 2024;;3.0;;;
F30/1043 /  18 octobre 2024;6.0;3.0;145.0;;11.862
F05/2339 /  18 octobre 2024;4.0;3.0;142.0;;4.57
F35/0873 /  12 octobre 2024;3.0;2.0;46.0;;5.413
F46/0343 /  17 octobre 2024;1.0;;17.0;;5.676
F18/1261 /  19 octobre 2024;2.0;1.0;38.0;;
F36/1783 /  17 octobre 2024;;;284.0;;
E95/0308 /  17 octobre 2024;6.0;3.0;145.0;1.4;
F49/0962 /  16 octobre 2024;;;329.0;;760.0
F52/2361 /  15 octobre 2024;6.0;5.0;170.0;8.1;9.559
F49/0544 /  19 octobre 2024;6.0;4.0;155.0;4.9;1.548
F12/0437 /  15 octobre 2024;3.0;2.0;66.0;;4.394
F29/2856 /  17 octobre 2024;7.0;3.0;200.0;900.0;3.875
F51/1573 /  19 octobre 2024;1.0;;16.5;;
F32/1639 /  19 octobre 2024;;;72.0;;
F25/0243 /  18 octobre 2024;3.0;2.0;72.0;;7.486
E36/2477 /  17 octobre 2024;1.0;;11.0;;5.727
E78/0944 /  17 octobre 2024;1.0;;22.5;;5.556
F48/2621 /  18 octobre 2024;2.0;1.0;37.0;;3.486
E82/3715 /  17 octobre 2024;2.0;1.0;44.0;;
D64/1991 /  17 octobre 2024;17.0;12.0;550.0;4.6;1.618
F25/2294 /  17 octobre 2024;3.0;2.0;94.5;;7.302
F34/3045 /  17 octobre 2024;6.0;4.0;180.0;1.361;10.444
F27/1836 /  17 octobre 2024;5.0;3.0;130.0;623.0;2.3
E76/1649 /  18 octobre 2024;8.0;6.0;215.0;325.0;3.116
F27/2252 /  17 octobre 2024;3.0;2.0;87.0;20.0;4.736
F35/1493 /  17 octobre 2024;2.0;1.0;44.0;;
F41/1806 /  17 octobre 2024;5.0;3.0;104.0;;3.798
E45/1997 /  17 octobre 2024;8.0;5.0;162.0;129.0;4.315
F47/2783 /  17 octobre 2024;5.0;4.0;240.0;4.4;3.917
F47/1585 /  17 octobre 2024;6.0;4.0;190.0;800.0;605.0
F24/2231 /  19 octobre 2024;3.0;2.0;70.0;;4.643
F50/2741 /  17 octobre 2024;4.0;3.0;75.0;220.0;3.6
F48/2960 /  16 octobre 2024;5.0;3.0;87.0;;3.161
F06/0661 /  17 octobre 2024;;;52.06;;
F05/2417 /  19 octobre 2024;5.0;3.0;130.0;600.0;1.238
E55/0704 /  17 octobre 2024;5.0;3.0;110.0;270.0;3.364
F41/0539 /  17 octobre 2024;11.0;7.0;265.0;724.0;9.377
F12/0625 /  17 octobre 2024;6.0;3.0;101.0;2.5;1.98
F43/0209 /  17 octobre 2024;6.0;5.0;130.0;250.0;
F52/2839 /  17 octobre 2024;1.0;;32.0;;5.0
F40/1111 /  18 octobre 2024;7.0;4.0;170.0;8.057;3.529
F22/2538 /  17 octobre 2024;4.0;3.0;120.0;;10.75
F46/2240 /  17 octobre 2024;3.0;2.0;61.44;;2.116
F52/1086 /  18 octobre 2024;5.0;4.0;93.03;;1.881
E60/0864 /  18 octobre 2024;8.0;5.0;180.0;3.0;1.219
C88/0481 /  19 octobre 2024;;;837.0;;
F31/0058 /  19 octobre 2024;6.0;4.0;168.0;200.0;9.821
F46/0331 /  17 octobre 2024;1.0;;32.0;;5.625
F40/1276 /  19 octobre 2024;7.0;4.0;150.0;2.333;3.8
F49/1630 /  19 octobre 2024;2.0;1.0;40.0;;
F38/2840 /  17 octobre 2024;6.0;4.0;210.0;9.9;1.905
F34/2144 /  19 octobre 2024;3.0;2.0;63.0;;3.635
F51/3135 /  17 octobre 2024;6.0;5.0;170.0;;3.294
F43/0590 /  17 octobre 2024;6.0;3.0;180.0;800.0;3.111
F33/2568 /  17 octobre 2024;6.0;5.0;239.0;900.0;6.234
F28/1530 /  18 octobre 2024;2.0;1.0;43.0;;5.581
F32/1365 /  19 octobre 2024;6.0;4.0;240.0;10.456;1.163
F34/1348 /  17 octobre 2024;10.0;5.0;300.0;15.0;1.917
F45/1345 /  17 octobre 2024;6.0;5.0;305.0;1.046;1.082
E75/3370 /  18 octobre 2024;4.0;3.0;86.0;;5.802
F51/1565 /  17 octobre 2024;2.0;1.0;40.0;;10.5
F01/0621 /  17 octobre 2024;;;;;
F48/2072 /  16 octobre 2024;;;114.0;;
F53/0178 /  17 octobre 2024;8.0;4.0;255.0;2.65;2.545
F29/2796 /  13 octobre 2024;6.0;3.0;144.0;2.0;4.785
F01/2235 /  17 octobre 2024;6.0;4.0;116.0;;4.871
F50/0211 /  17 octobre 2024;5.0;3.0;113.0;394.0;4.513
F43/0183 /  17 octobre 2024;4.0;2.0;78.0;1.23;
F30/0034 /  18 octobre 2024;14.0;9.0;300.0;5.9;4.317
C78/0161 /  17 octobre 2024;1.0;;16.0;;
F36/3069 /  17 octobre 2024;5.0;3.0;137.0;;1.854
F34/3171 /  17 octobre 2024;7.0;4.0;210.0;;10.429
F35/2191 /  17 octobre 2024;5.0;4.0;122.0;289.0;2.615
F19/2578 /  15 octobre 2024;2.0;1.0;36.0;;14.583
E73/3094 /  17 octobre 2024;7.0;4.0;203.0;2.54;
F24/1431 /  18 octobre 2024;6.0;3.0;130.0;510.0;5.769
F37/2678 /  18 octobre 2024;6.0;4.0;200.0;540.0;2.75
F53/1024 /  19 octobre 2024;6.0;5.0;260.0;4.133;2.923
E58/0121 /  17 octobre 2024;3.0;2.0;63.0;;2.587
F46/1596 /  17 octobre 2024;1.0;;37.15;;5.787
F07/2099 /  17 octobre 2024;6.0;3.0;140.0;3.85;3.321
E76/0692 /  17 octobre 2024;4.0;2.0;94.0;;4.564
F33/1207 /  18 octobre 2024;3.0;1.0;64.0;;
F52/2866 /  17 octobre 2024;3.0;2.0;73.0;;5.479
F29/0327 /  17 octobre 2024;5.0;4.0;180.0;609.0;4.139
F32/0850 /  17 octobre 2024;;;7.5;;6.0
F47/0351 /  17 octobre 2024;6.0;5.0;150.0;300.0;3.3
F23/0950 /  14 octobre 2024;3.0;2.0;68.0;;6.162
F45/1379 /  18 octobre 2024;5.0;4.0;112.4;;13.701
F40/0053 /  17 octobre 2024;5.0;4.0;131.0;620.0;3.015
F47/2185 /  19 octobre 2024;5.0;4.0;117.69;295.0;5.99
F49/0811 /  18 octobre 2024;3.0;1.0;45.0;;3.756
F35/0996 /  19 octobre 2024;5.0;2.0;79.0;603.0;873.0
F18/2360 /  17 octobre 2024;6.0;4.0;180.0;919.0;3.139
D13/1265 /  18 octobre 2024;6.0;4.0;140.0;2.001;
F53/0081 /  15 octobre 2024;6.0;6.0;142.0;516.0;4.577
F43/1785 /  17 octobre 2024;4.0;3.0;84.0;;2.024
F13/0123 /  17 octobre 2024;5.0;4.0;120.0;287.0;4.575
E40/1649 /  16 octobre 2024;4.0;3.0;87.0;60.0;7.011
F43/0244 /  18 octobre 2024;4.0;3.0;90.0;1.486;
F35/0278 /  17 octobre 2024;5.0;3.0;176.0;2.549;7.33
E21/2578 /  18 octobre 2024;;;;;
F18/2034 /  17 octobre 2024;5.0;3.0;112.0;125.0;3.53
F45/2651 /  17 octobre 2024;4.0;3.0;80.0;;1.844
F50/2422 /  17 octobre 2024;7.0;6.0;145.0;145.0;3.138
F20/0690 /  17 octobre 2024;10.0;5.0;193.0;356.0;1.813
E75/3481 /  19 octobre 2024;4.0;3.0;73.0;;4.658
F42/1439 /  19 octobre 2024;5.0;3.0;95.0;139.0;2.937
F49/0625 /  18 octobre 2024;3.0;2.0;50.0;;11.8
F41/1109 /  17 octobre 2024;1.0;;42.0;;3.214
F22/2568 /  17 octobre 2024;5.0;3.0;107.0;1.3;3.589
F45/0259 /  17 octobre 2024;3.0;2.0;70.0;;3.9
F16/1777 /  17 octobre 2024;6.0;4.0;107.0;402.0;4.075
E46/1526 /  17 octobre 2024;;;;;
F44/1772 /  19 octobre 2024;4.0;3.0;77.0;77.0;1.883
F12/1542 /  19 octobre 2024;4.0;3.0;80.0;198.0;6.438
F17/0493 /  17 octobre 2024;6.0;4.0;97.9;229.0;6.527
F37/0413 /  17 octobre 2024;2.0;1.0;27.0;;15.907
F33/3448 /  17 octobre 2024;8.0;3.0;155.0;1.579;2.568
E40/0543 /  17 octobre 2024;7.0;5.0;223.0;3.641;
F37/2177 /  17 octobre 2024;5.0;4.0;166.0;120.0;4.681
F29/1159 /  17 octobre 2024;3.0;2.0;65.55;;6.331
F36/3167 /  17 octobre 2024;2.0;1.0;43.48;;10.12
F26/0365 /  17 octobre 2024;5.0;4.0;108.0;202.0;3.056
F50/1744 /  18 octobre 2024;3.0;2.0;73.0;;5.479
E80/0948 /  17 octobre 2024;;;2.4;;63.0
F43/0955 /  17 octobre 2024;10.0;8.0;320.0;4.5;2.809
F51/2586 /  17 octobre 2024;5.0;4.0;138.0;557.0;3.152
F26/1338 /  18 octobre 2024;5.0;3.0;85.0;;1.976
F46/2955 /  17 octobre 2024;5.0;4.0;118.0;1.885;5.847
F33/1600 /  19 octobre 2024;4.0;2.0;83.0;;5.12
F47/3393 /  18 octobre 2024;9.0;6.0;217.0;771.0;3.18
F47/2172 /  17 octobre 2024;5.0;4.0;115.0;50.0;2.417
F50/1206 /  17 octobre 2024;2.0;1.0;46.0;;1.739
F35/2184 /  19 octobre 2024;;;3.622;;36.0
F38/1067 /  18 octobre 2024;2.0;1.0;37.0;;7.703
F34/0794 /  18 octobre 2024;3.0;2.0;65.0;;3.815
E69/0056 /  17 octobre 2024;2.0;1.0;42.0;;
F32/1076 /  18 octobre 2024;6.0;3.0;200.0;300.0;1.9
F21/0245 /  17 octobre 2024;4.0;3.0;110.0;;3.045
F44/0054 /  17 octobre 2024;6.0;5.0;150.0;375.0;3.0
F48/0907 /  12 octobre 2024;;;17.0;;
F16/2271 /  17 octobre 2024;1.0;;24.0;;10.667
F51/0282 /  17 octobre 2024;2.0;1.0;66.0;;9.848
F24/2060 /  17 octobre 2024;1.0;;7.3;;
F52/1477 /  11 octobre 2024;6.0;4.0;150.0;3.326;2.533
D83/0589 /  19 octobre 2024;2.0;1.0;48.0;;4.375
F24/1459 /  18 octobre 2024;3.0;2.0;51.0;;3.922
F40/1446 /  17 octobre 2024;6.0;3.0;210.0;1.9;1.8
F04/0905 /  17 octobre 2024;4.0;3.0;113.0;;3.982
F34/1780 /  19 octobre 2024;4.0;3.0;86.0;;6.919
F33/0101 /  17 octobre 2024;6.0;4.0;200.0;325.0;8.25
F37/2745 /  17 octobre 2024;2.0;1.0;52.5;;6.667
904/8703 /  17 octobre 2024;9.0;6.0;235.0;1.42;
E26/0188 /  17 octobre 2024;;;10.0;;250.0
E73/3248 /  18 octobre 2024;3.0;2.0;46.0;;11.63
F33/1316 /  19 octobre 2024;3.0;2.0;73.0;;
F44/1385 /  17 octobre 2024;1.0;1.0;19.95;;
F31/0184 /  17 octobre 2024;4.0;2.0;114.0;990.0;3.316
F27/0911 /  17 octobre 2024;3.0;2.0;90.0;135.0;1.166
F49/0829 /  18 octobre 2024;5.0;4.0;170.0;562.0;1.265
F02/0086 /  17 octobre 2024;4.0;3.0;99.0;;3.535
F37/1568 /  19 octobre 2024;11.0;9.0;197.0;843.0;8.376
E70/0580 /  11 octobre 2024;2.0;1.0;47.0;;5.298
E98/1028 /  17 octobre 2024;12.0;7.0;423.0;743.0;2.955
F37/1705 /  19 octobre 2024;4.0;3.0;77.0;;6.234
F33/2925 /  17 octobre 2024;6.0;4.0;153.0;98.0;3.399
F31/1742 /  18 octobre 2024;2.0;1.0;37.0;;
F24/0088 /  17 octobre 2024;4.0;3.0;98.0;;8.878
F36/0090 /  17 octobre 2024;2.0;1.0;29.0;;5.69
F01/1333 /  18 octobre 2024;2.0;1.0;42.0;;3.071
F51/0118 /  19 octobre 2024;4.0;3.0;82.0;;10.915
F33/2987 /  17 octobre 2024;5.0;4.0;166.0;1.05;2.892
F38/0145 /  17 octobre 2024;3.0;2.0;69.22;;6.357
F42/0436 /  17 octobre 2024;8.0;5.0;164.0;;5.976
F33/0519 /  17 octobre 2024;4.0;3.0;86.53;;5.767
F35/1518 /  18 octobre 2024;6.0;4.0;180.0;1.032;2.278
F47/1337 /  17 octobre 2024;4.0;3.0;143.0;;5.245
F26/2293 /  17 octobre 2024;6.0;5.0;140.0;1.0;3.5
F16/2317 /  17 octobre 2024;7.0;6.0;271.0;685.0;4.059
F41/0461 /  17 octobre 2024;8.0;4.0;163.0;1.803;2.061
F38/2114 /  15 octobre 2024;7.0;5.0;112.0;112.0;7.58
F47/2137 /  17 octobre 2024;5.0;4.0;100.0;490.0;5.2
F31/0434 /  17 octobre 2024;6.0;5.0;170.0;3.0;3.059
F51/3072 /  17 octobre 2024;1.0;;8.68;;3.456
F28/0232 /  18 octobre 2024;5.0;4.0;145.0;150.0;4.483
F22/1444 /  18 octobre 2024;10.0;6.0;240.0;800.0;3.163
F34/1576 /  18 octobre 2024;7.0;4.0;146.0;239.0;5.479
F46/0391 /  17 octobre 2024;;;2.0;;40.0
F35/1220 /  18 octobre 2024;5.0;3.0;111.0;285.0;3.559
D93/0659 /  17 octobre 2024;6.0;4.0;120.0;50.0;615.0
E74/2620 /  17 octobre 2024;5.0;4.0;120.0;487.0;5.583
F33/1721 /  17 octobre 2024;;;59.0;;
E49/1996 /  19 octobre 2024;9.0;6.0;305.0;10.18;1.59
F34/0678 /  17 octobre 2024;2.0;1.0;60.0;;
F50/1643 /  19 octobre 2024;6.0;4.0;150.0;900.0;3.533
F16/0156 /  17 octobre 2024;6.0;4.0;147.0;88.0;5.918
F47/0325 /  17 octobre 2024;4.0;3.0;115.0;430.0;3.435
E85/1748 /  17 octobre 2024;8.0;6.0;265.0;921.0;
F09/0642 /  15 octobre 2024;2.0;1.0;24.0;;
F52/0561 /  17 octobre 2024;6.0;3.0;131.0;1.8;4.542
F25/0728 /  17 octobre 2024;3.0;2.0;75.0;;2.067
