reference;postal_code;date;price;latitude;longitude;type;energy_class;description_text;url;transport_station_name
E75/1988 /  18 octobre 2024;78150.0;18/10/2024;699000.0;48.835406;2.11609;appartement;C;"Bel appartement avec de beaux volumes, terrasse de 25m² avec balcon filant
Belle vue  plein sud dégagée sur la plaine de Versailles

Situation idéale, dans un environnement calme et agréable entouré de verdures, à quelques minutes de toutes commodités (commerces, espaces verts, écoles, crèche,  ..), à 4 min à pied de la mairie annexe.

Au sein d'une charmante copropriété sécurisée (avec gardien)  bien entretenue, au 4ème étage sur 5 avec ascenseur.

Ce très lumineux 5 pièces orienté Sud - Ouest d'une superficie de 120 m²  comprend :

une entrée indépendante avec penderie desservant une belle et spacieuse pièce de vie baignée dans la lumière par de grandes baies vitrées ouvrant sur un balcon/ terrasse sans vis-à-vis, un espace salon (pouvant faire office de chambre supplémentaire),  une cuisine fermée moderne et très fonctionnelle entièrement équipée.
Un grand dressing avec placards intégrés dessert trois belles  chambres avec accès balcon dont une suite parentale avec salle de bains et toilettes puis une jolie salle d'eau, et toilettes indépendants.

Chauffage collectif, double vitrage, nombreux placards de rangement.
1 parking sous terrain sous surveillance et une cave complètent ce bien

Centre commercial Parly 2 à 10 minutes à pieds.
Nombreuses lignes de Bus desservant Versailles et ses alentours.
Accès A 13 à proximité.

Charges copropriété : 5.600€/an  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-le-chesnay-rocquencourt-78150-r447501988;La Celle-Saint-Cloud//Bougival//Vaucresson
F29/0604 /  17 octobre 2024;71640.0;17/10/2024;185000.0;46.835876;4.717191;maison;D;"2 en 1 votre logement et un revenu locatif pour rembourser votre crédit !
À Mercurey, maison individuelle de caractère, idéalement située au fond d’une petite place, proche des commerces et de l’école. Ce bien est composé de deux logements qui peuvent être reliés par un escalier intérieur existant.

Le rez-de-chaussée totalement rénové est composé de 3 pièces :  cuisine ouverte sur salon salle à manger, une chambre et une salle de bain. Les avantages de ce rez-de-chaussée sont multiples. Il peut être votre habitation principale, une location saisonnière, un espace commercial, tout est possible.

Un escalier extérieur donne un accès indépendant à l’étage où vous découvrirez un appartement très lumineux, en duplex de 120 m2. Il se compose comme suit : une grande cuisine, un salon salle à manger, une salle de bain, une arrière-cuisine et deux placards.

Au deuxième étage vous serez séduit par un espace dans lequel les poutres apparentes et la pierre donnent une atmosphère à la fois accueillante et chaleureuse. Il est desservi par grand espace central qui peut avoir de nombreuses fonctions. De chaque côté de cet espace se trouve deux chambres et une petite pièce avec sa mezzanine.

Cet appartement de 120 m2 est chauffé au gaz avec une chaudière à production d’eau chaude qui a été remplacée en 2020, toutefois il demande quelques rénovations de rafraichissement mais est habitable de suite.

Les menuiseries double vitrage isolation phonique et thermique du rez-de-chaussée sont neuves et bénéficie de volet électrique sur l’avant de la maison.
Pour l’étage les menuiseries sont en double vitrage plus anciennes et ont toutes des volets en bois.

Ce bien est également agrémenté d’une grande cave voutée dont l’accès se fait par l’extérieur.  Les deux logements sont alimentés par des compteurs séparés.";https://www.pap.fr/annonces/maison-mercurey-71640-r452900604;
E83/3707 /  17 octobre 2024;83570.0;17/10/2024;175000.0;43.483483;6.170267;terrain;;"Très rare, dans domaine privé, sécurisé. Entre Cotignac et Carcès 83570, en sommet de colline, proximité du village, commerces, collège. Superbe terrain pente douce, constructible de 1500 m² entièrement viabilisé, fibre optique,  pluvial, défense incendie, avec une superficie de planchers de 265m² + garages et piscine.
Position dominante, très belle vue dégagée sur village de Carcès, montagne de la Sainte Victoire et collines, ensoleillé toute la journée, plein sud très calme,  portail, digicode, interphone..";https://www.pap.fr/annonces/terrain-carces-83570-r448303707;
F32/1774 /  18 octobre 2024;92600.0;18/10/2024;340000.0;48.909446;2.288784;appartement;E;"Idéalement situé, en zone calme, quartier mairie, tout en étant à proximité des commerces et commodités et à 9 minutes à pied de la Gare d'Asnières-sur-Seine (Lignes J et L).

Charmant appartement de 43m² lumineux, en bon état, situé au 1er étage d'une résidence sécurisée et bien entretenue.

Le bien est exposé Sud-Est et se compose :
-d'une entrée avec placard intégré desservant une chambre avec salle de bains, d'un séjour clair et spacieux, d'une cuisine équipée et aménagée et d'un wc indépendant.

Chauffage électrique individuel et eau chaud collective. Double vitrage.

Charges copropriété : 2200 € / an.

Une cave complète le bien.

Place de parking en sous-sol comprise.

Ravalement façades voté / payé.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-asnieres-sur-seine-92600-r453201774;Asnières-sur-Seine//Gabriel Péri - Asnières - Gennevilliers//Bois-Colombes
F48/3119 /  17 octobre 2024;93500.0;17/10/2024;275000.0;48.891292;2.416488;appartement;D;"Appartement T2 de 37,5 m2 au 4ème et dernier étage.
5 min à pied du métro Eglise de Pantin, 10 min à pied du canal de l'Ourq.

Appartement lumineux avec vue dégagée. Composé d'une pièce de vie, cuisine ouverte, chambre avec grands placards et salle de bains avec petite baignoire. Bien agencé, rénové en 2016 et 2019.
Chaudière à condensation.
Fenêtres double vitrage, planchers en bois massifs. Matériau naturel ( argilus) dans l'entrée de l'appartement. Cave. Combles au dessus de l'appartement (projet de rachat à la copropriété envisageable).

DPE classement D.
Immeuble en copropriété d'une 40aine de lots.
Transports, commerces et écoles à proximité.

Direct propriétaire.
Agences merci de s'abstenir.
Prix de vente 268 000€.";https://www.pap.fr/annonces/appartement-pantin-93500-r454803119;Eglise de Pantin//Bobigny - Pantin - Raymond Queneau//Hoche
F29/0679 /  17 octobre 2024;77100.0;17/10/2024;155000.0;48.960432;2.891134;appartement;E;"Particulier vend F3 quartier République.
Cuisine ouverte, grande pièce à vivre, 2 chambres, courette.
Une cave de 30 m² vient compléter le bien. Fenêtres PVC double vitrage, cheminée fonctionnelle. Repeint en octobre 2023.
Charges de copropriété 1000 euros annuel, comprenant l'eau froide.
Taxe foncière de 860 euros.";https://www.pap.fr/annonces/appartement-meaux-77100-r452900679;Meaux//Trilport//Esbly
F00/1617 /  18 octobre 2024;6400.0;18/10/2024;485000.0;43.554829;7.025381;appartement;;"Cannes secteur Bas Montfleury .
A 200 m de la rue d'Antibes, et proche de toutes commodités, dans résidence de bon standing. ( avec concierge et gardien )
Ce vaste 3 pièces, refait à neuf, d'environ 57m² traversant, sans vis à vis et vue dégagée, comprenant:
Une entrée, un séjour spacieux avec grand placard donnant sur une terrasse plein sud, une cuisine indépendante à aménager au choix de l'acheteur, une grande chambre à coucher, une salle d'eau avec douche à l'italienne, une toilette séparée. Climatisation réversible dans tout l'appartement ainsi que chauffage central.
Une grande cave et une place de parking privative complètent ce bien.

Vente directe entre particuliers, pas de frais d'agence ! Contact direct propriétaire: 00352621159333";https://www.pap.fr/annonces/appartement-cannes-r450001617;
F15/2198 /  17 octobre 2024;94000.0;17/10/2024;290000.0;48.768571;2.467697;appartement;D;"Idéalement situé, entre le Parc des Sarrazins et du Stade Dominique Duvauchelle , à proximité de toutes commodités (crèche, école, pharmacie, médecins...), et à 5 min à pied de Métro Pointe du Lac (L8) et des Bus (23 et 393).

Appartement en bon état de 77 m² + 8,84 m² de terrasse, situé au 4ᵉ étage avec ascenseur d'une résidence sécurisée avec interphone, digicode et vidéo surveillance.
Très lumineux, il se compose : d'une vaste entrée, un dégagement avec placard, un grand séjour, une cuisine séparée, un couloir desservant la partie nuit : 2 chambres  avec placards, une 3ᵉ chambre se trouvant sur la continuité du séjour donnant sur terrasse avec vue dégagée et sans vis-à-vis, une salle de bain et un wc indépendant.

Chauffage collectif.   Double vitrage.

Parking en sous-sol sécurisé avec vidéo surveillance. Accès direct dans l'immeuble par l'ascenseur.

Charges copropriété : environ 4300€ (eau chaude et froide, chauffage, parking et gardien inclus)
Avis d'appel de charges pour 1ᵉʳ Trimestre 2024 : 1111,95€ par trimestre.

Accès au Centre Commercial Créteil Soleil en Bus et Métro Arrêts ""Créteil Préfecture"".

Bus au pied de l'immeuble N° 117
Métro à Moins de 5 min ligne N° 8
Créteil - Pointe du Lac Ligne N° 8
Créteil - Préfecture (Hôtel de Ville) Ligne N° 8
Pompadour RER D";https://www.pap.fr/annonces/appartement-appartement-avec-terrasse-dernier-etage-r451502198;Créteil - Pointe du Lac//Créteil - Préfecture (Hôtel de Ville)//Pompadour
F41/0721 /  17 octobre 2024;92150.0;17/10/2024;850000.0;48.879305;2.225225;maison;D;"11 Rue du Capitaine Ferber

Idéalement situé, quartier calme. Proche de tous commerces, écoles et commodités. Limitrophe Puteaux. Proximité du Mont-Valérien.

Jolie maison mitoyenne de 100 m2 habitable sur 2 niveaux, en très bon état, édifiée sur un terrain avec jardin sans vis-à-vis de 250 m2. Elle est très lumineuse, au calme, et se compose de :

- Au rez-de-chaussée : une entrée avec escalier menant à l'étage, coin rangement, une pièce à vivre avec séjour / salle à manger traversant, une grande cuisine équipée très spacieuse, donnant accès à une terrasse de 40 m².  Wc indépendant.

- A l'étage : le palier dessert l'espace nuit et se compose de trois chambres ainsi qu'une salle d'eau avec douche et wc.

Au soul sol, deux caves, une buanderie entièrement équipée de 8.84m², wc.

Double vitrage. Chaudière gaz neuve + cumulus eau chaude.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/maison-suresnes-92150-r454100721;Belvédère//Puteaux//Suresnes-Mont-Valérien
F35/0352 /  17 octobre 2024;59700.0;17/10/2024;560000.0;50.664828;3.082274;maison;E;"Idéalement située dans le quartier Clemenceau à Marcq-en-Baroeul,  à proximité immédiate des commerces, lycée, école internationale, clubs sportifs, piscine, associations,  cinémas.
A 12min à pied du Tram (arrêt Clemenceau) et de la piste cyclable reliant Lille,
A 10 min à pied de hippodrome.

Charmante maison de 135 m² en bon état,  sur un terrain arboré et verdoyant de 450m² avec abri de jardin, elle se compose :

-Au rez-de-chaussée : d'une entrée avec placard desservant un séjour/salle à manger traversant de 38m² très lumineux grâce à une grande baie vitrée menant à une terrasse et jardin, une chambre avec rangement servant actuellement de bureau, une cuisine équipée et aménagée et une salle de bains avec wc

-A l'étage : l'espace nuit : quatre belles chambres avec placard et une salle d'eau avec wc

Sous-sol traversant : garage deux voitures, chaufferie, buanderie

Le grenier est aménageable.

Chaudière à condensation au fuel (10 ans en bon état  et entretenue)
Double vitrage. Volets électriques.

Taxe foncière : 2273€

Pas de travaux à prévoir";https://www.pap.fr/annonces/maison-marcq-en-baroeul-59700-r453500352;
F17/0110 /  17 octobre 2024;33300.0;17/10/2024;590000.0;44.858089;-0.569782;immeuble;;"Idéal investisseur  -  Immeuble de 3 niveaux 200 m² - 3 appartements avec cave en sous-sol + grenier

Quartier des Chartrons, à proximité immédiate des commerces, écoles supérieures et de toutes commodités (espaces verts, supermarchés, transports ..). Chargements voitures électriques devant l'immeuble.

Immeuble datant de 1900/1915 sur trois niveaux - 3 appartements d'une superficie de 200 m². Traversant, exposition est/ouest.

Au rez-de-chaussée : T3 62 m² avec jardin privatif de 50 m² comprenant :
une pièce de vie, une cuisine indépendante aménagée, deux chambres avec nombreux rangements, une salle d'eau, wc séparés.

Au 1er étage : T3 de 65 m² comprenant :
une belle et lumineuse pièce de vie avec cheminée et cuisine ouverte aménagée, deux chambres avec nombreux rangements, une spacieuse salle de bains avec wc et lavabo double vasques.

Au 2ème étage : T3 de 67 m2 possibilité de faire un duplex car grenier
comprenant une pièce de vie, une cuisine aménagée, deux chambres spacieuses, une salle de bains avec lavabo et wc.

- Chauffage individuel gaz pour le rez-de-chaussée et 2ème étage, chauffage électrique au 1er étage,
- Double vitrage,
- 4 caves en sous-sol,
- Travaux à prévoir.

Taxe foncière 3.800€  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/immeuble-bordeaux-r451700110;
